<p style="font-weight: 700">Name the item, effects, and abilities:</p><br /><img src="dota_deck_hood_of_defiance_icon.png"/>;<img src="dota_deck_hood_of_defiance_infobox.png" style="padding: 5px"/><img src="dota_deck_hood_of_defiance_ability_1.png" style="padding: 5px"/><br /><a href="https://dota2.fandom.com/wiki/Hood_of_Defiance" style="font-weight: 700">Wiki Page</a>;Dota::Items::Upgraded::Armor
<p style="font-weight: 700">Name the item, effects, and abilities:</p><br /><img src="dota_deck_vanguard_icon.png"/>;<img src="dota_deck_vanguard_infobox.png" style="padding: 5px"/><img src="dota_deck_vanguard_ability_1.png" style="padding: 5px"/><br /><a href="https://dota2.fandom.com/wiki/Vanguard" style="font-weight: 700">Wiki Page</a>;Dota::Items::Upgraded::Armor
<p style="font-weight: 700">Name the item, effects, and abilities:</p><br /><img src="dota_deck_blade_mail_icon.png"/>;<img src="dota_deck_blade_mail_infobox.png" style="padding: 5px"/><img src="dota_deck_blade_mail_ability_1.png" style="padding: 5px"/><img src="dota_deck_blade_mail_ability_2.png" style="padding: 5px"/><br /><a href="https://dota2.fandom.com/wiki/Blade_Mail" style="font-weight: 700">Wiki Page</a>;Dota::Items::Upgraded::Armor
<p style="font-weight: 700">Name the item, effects, and abilities:</p><br /><img src="dota_deck_aeon_disk_icon.png"/>;<img src="dota_deck_aeon_disk_infobox.png" style="padding: 5px"/><img src="dota_deck_aeon_disk_ability_1.png" style="padding: 5px"/><br /><a href="https://dota2.fandom.com/wiki/Aeon_Disk" style="font-weight: 700">Wiki Page</a>;Dota::Items::Upgraded::Armor
<p style="font-weight: 700">Name the item, effects, and abilities:</p><br /><img src="dota_deck_soul_booster_icon.png"/>;<img src="dota_deck_soul_booster_infobox.png" style="padding: 5px"/><br /><a href="https://dota2.fandom.com/wiki/Soul_Booster" style="font-weight: 700">Wiki Page</a>;Dota::Items::Upgraded::Armor
<p style="font-weight: 700">Name the item, effects, and abilities:</p><br /><img src="dota_deck_eternal_shroud_icon.png"/>;<img src="dota_deck_eternal_shroud_infobox.png" style="padding: 5px"/><img src="dota_deck_eternal_shroud_ability_1.png" style="padding: 5px"/><br /><a href="https://dota2.fandom.com/wiki/Eternal_Shroud" style="font-weight: 700">Wiki Page</a>;Dota::Items::Upgraded::Armor
<p style="font-weight: 700">Name the item, effects, and abilities:</p><br /><img src="dota_deck_crimson_guard_icon.png"/>;<img src="dota_deck_crimson_guard_infobox.png" style="padding: 5px"/><img src="dota_deck_crimson_guard_ability_1.png" style="padding: 5px"/><img src="dota_deck_crimson_guard_ability_2.png" style="padding: 5px"/><br /><a href="https://dota2.fandom.com/wiki/Crimson_Guard" style="font-weight: 700">Wiki Page</a>;Dota::Items::Upgraded::Armor
<p style="font-weight: 700">Name the item, effects, and abilities:</p><br /><img src="dota_deck_lotus_orb_icon.png"/>;<img src="dota_deck_lotus_orb_infobox.png" style="padding: 5px"/><img src="dota_deck_lotus_orb_ability_1.png" style="padding: 5px"/><br /><a href="https://dota2.fandom.com/wiki/Lotus_Orb" style="font-weight: 700">Wiki Page</a>;Dota::Items::Upgraded::Armor
<p style="font-weight: 700">Name the item, effects, and abilities:</p><br /><img src="dota_deck_black_king_bar_icon.png"/>;<img src="dota_deck_black_king_bar_infobox.png" style="padding: 5px"/><img src="dota_deck_black_king_bar_ability_1.png" style="padding: 5px"/><br /><a href="https://dota2.fandom.com/wiki/Black_King_Bar" style="font-weight: 700">Wiki Page</a>;Dota::Items::Upgraded::Armor
<p style="font-weight: 700">Name the item, effects, and abilities:</p><br /><img src="dota_deck_hurricane_pike_icon.png"/>;<img src="dota_deck_hurricane_pike_infobox.png" style="padding: 5px"/><img src="dota_deck_hurricane_pike_ability_1.png" style="padding: 5px"/><img src="dota_deck_hurricane_pike_ability_2.png" style="padding: 5px"/><br /><a href="https://dota2.fandom.com/wiki/Hurricane_Pike" style="font-weight: 700">Wiki Page</a>;Dota::Items::Upgraded::Armor
<p style="font-weight: 700">Name the item, effects, and abilities:</p><br /><img src="dota_deck_linkens_sphere_icon.png"/>;<img src="dota_deck_linkens_sphere_infobox.png" style="padding: 5px"/><img src="dota_deck_linkens_sphere_ability_1.png" style="padding: 5px"/><img src="dota_deck_linkens_sphere_ability_2.png" style="padding: 5px"/><br /><a href="https://dota2.fandom.com/wiki/Linken%27s_Sphere" style="font-weight: 700">Wiki Page</a>;Dota::Items::Upgraded::Armor
<p style="font-weight: 700">Name the item, effects, and abilities:</p><br /><img src="dota_deck_manta_style_icon.png"/>;<img src="dota_deck_manta_style_infobox.png" style="padding: 5px"/><img src="dota_deck_manta_style_ability_1.png" style="padding: 5px"/><br /><a href="https://dota2.fandom.com/wiki/Manta_Style" style="font-weight: 700">Wiki Page</a>;Dota::Items::Upgraded::Armor
<p style="font-weight: 700">Name the item, effects, and abilities:</p><br /><img src="dota_deck_shivas_guard_icon.png"/>;<img src="dota_deck_shivas_guard_infobox.png" style="padding: 5px"/><img src="dota_deck_shivas_guard_ability_1.png" style="padding: 5px"/><img src="dota_deck_shivas_guard_ability_2.png" style="padding: 5px"/><br /><a href="https://dota2.fandom.com/wiki/Shiva%27s_Guard" style="font-weight: 700">Wiki Page</a>;Dota::Items::Upgraded::Armor
<p style="font-weight: 700">Name the item, effects, and abilities:</p><br /><img src="dota_deck_heart_of_tarrasque_icon.png"/>;<img src="dota_deck_heart_of_tarrasque_infobox.png" style="padding: 5px"/><br /><a href="https://dota2.fandom.com/wiki/Heart_of_Tarrasque" style="font-weight: 700">Wiki Page</a>;Dota::Items::Upgraded::Armor
<p style="font-weight: 700">Name the item, effects, and abilities:</p><br /><img src="dota_deck_assault_cuirass_icon.png"/>;<img src="dota_deck_assault_cuirass_infobox.png" style="padding: 5px"/><img src="dota_deck_assault_cuirass_ability_1.png" style="padding: 5px"/><br /><a href="https://dota2.fandom.com/wiki/Assault_Cuirass" style="font-weight: 700">Wiki Page</a>;Dota::Items::Upgraded::Armor
<p style="font-weight: 700">Name the item, effects, and abilities:</p><br /><img src="dota_deck_bloodstone_icon.png"/>;<img src="dota_deck_bloodstone_infobox.png" style="padding: 5px"/><img src="dota_deck_bloodstone_ability_1.png" style="padding: 5px"/><img src="dota_deck_bloodstone_ability_2.png" style="padding: 5px"/><br /><a href="https://dota2.fandom.com/wiki/Bloodstone" style="font-weight: 700">Wiki Page</a>;Dota::Items::Upgraded::Armor
